RTO4_ID	UniProt
13351	A0A2T0AE97
13385	A0A2T0AEE8
13415	A0A2T0AEH8
8768	A0A2T0AIA8
9485	A0A2T0A2B7
10908	A0A2S9ZYF1
15936	A0A2T0A5A9
15968	A0A2T0A5C7
9559	A0A2T0A2K0
12281	A0A2T0AFT7
12648	A0A2T0AGX0
10596	A0A2S9ZZ63
8630	A0A2T0AHU0
15793	A0A2T0A4Z2
16314	A0A2T0A313
13752	A0A2T0ACH1
14489	A0A2T0A897
8858	A0A2T0AIK6
16355	A0A2T0A362
10988	A0A2S9ZYN1
15250	A0A2T0A6P4
14260	A0A2T0AB54
8771	A0A2T0AI78
12726	A0A2S9ZVE1
11483	A0A2S9ZWX2
11715	A0A2S9ZWD6
10974	A0A2S9ZYJ4
16007	A0A2T0A5F6
11614	A0A2S9ZW30
14842	A0A2T0A945
11783	A0A2S9ZVI3
16244	A0A2T0A640
10649	A0A2S9ZZC6
14104	A0A2T0AAR2
14200	A0A2T0AAZ1
9573	A0A2T0A2J9
15745	A0A2T0A4P7
16093	A0A2T0A5T7
15246	A0A2T0A6N9
8789	A0A2T0AI77
12552	A0A2T0AGL5
8998	A0A2T0AIZ2
16077	A0A2T0A5M8
11447	A0A2S9ZWT7
10600	A0A2S9ZZ76
16471	A0A2T0A3G0
10152	A0A2S9ZZX2
8624	A0A2T0AHT7
15841	A0A2T0A4Z6
9766	A0A2T0A0Z9
11733	A0A2S9ZWE0
9902	A0A2T0A198
10040	A0A2T0A1Q7
13525	A0A2T0ABS7
13054	A0A2T0ADF3
13394	A0A2T0AEE9
13254	A0A2T0AE10
8430	A0A2T0AH95
11590	A0A2S9ZW06
11608	A0A2S9ZW21
10113	A0A2S9ZZR9
8899	A0A2T0AII5
13510	A0A2T0ABT2
12996	A0A2T0ADA9
12079	A0A2T0AF70
8867	A0A2T0AIH5
9141	A0A2T0AJ88
11389	A0A2S9ZWM2
10701	A0A2S9ZZJ3
10332	A0A2T0A0F1
9875	A0A2T0A181
9507	A0A2T0A2C7
10587	A0A2S9ZZ69
13159	A0A2T0ADR2
12006	A0A2T0AF21
16075	A0A2T0A5N3
15950	A0A2T0A5B0
15440	A0A2T0A782
8973	A0A2T0AIR0
12939	A0A2T0AD38
8908	A0A2T0AIQ8
11251	A0A2S9ZXM3
10986	A0A2S9ZYH3
10577	A0A2S9ZZ60
14737	A0A2T0A8Q3
12746	A0A2T0ACM4
12124	A0A2T0AFB1
9397	A0A2T0A218
8770	A0A2T0AI86
14135	A0A2T0AAS4
12807	A0A2T0ACQ0
13031	A0A2T0ADC7
11037	A0A2S9ZYP7
11236	A0A2S9ZXL5
14376	A0A2T0ABH3
9532	A0A2T0A2I1
13733	A0A2T0ACE4
10047	A0A2T0A1Q1
15460	A0A2T0A7A3
16546	A0A2T0A3N8
14567	A0A2T0A879
13643	A0A2T0AC52
12992	A0A2T0AD91
12916	A0A2T0AD39
8901	A0A2T0AIL1
16248	A0A2T0A662
11121	A0A2S9ZX96
12938	A0A2T0AD29
14426	A0A2T0ABM2
15507	A0A2T0A7G2
14527	A0A2T0A840
14766	A0A2T0A8T3
16103	A0A2T0A5U7
15631	A0A2T0A7S1
14227	A0A2T0AB18
9088	A0A2T0AJ87
13207	A0A2T0ADV2
15569	A0A2T0A7K2
12030	A0A2T0AF44
14999	A0A2T0A9P1
12494	A0A2T0AGE7
9117	A0A2T0AJ73
16210	A0A2T0A614
15189	A0A2T0A6H5
8572	A0A2T0AHM8
11717	A0A2S9ZWD8
10499	A0A2S9ZYX2
15520	A0A2T0A7G7
16240	A0A2T0A638
12277	A0A2T0AFR8
8637	A0A2T0AHT4
8772	A0A2T0AI84
13093	A0A2T0ADI7
13172	A0A2T0ADS6
12273	A0A2T0AFT1
12319	A0A2T0AFW5
10542	A0A2S9ZZ21
16395	A0A2T0A3A1
16673	A0A2T0A412
10968	A0A2S9ZYL2
16312	A0A2T0A2Z3
10217	A0A2T0A034
16249	A0A2T0A6F8
14736	A0A2T0A8Q8
13608	A0A2T0AC13
8865	A0A2T0AIF1
11777	A0A2S9ZVH6
15156	A0A2T0A6F2
15738	A0A2T0A4Q1
9023	A0A2T0AIV9
12059	A0A2T0AF48
12986	A0A2T0ADA0
11078	A0A2S9ZX39
14265	A0A2T0AB53
13187	A0A2T0ADS8
12351	A0A2T0AFZ8
8537	A0A2T0AHH1
14006	A0A2T0AAE7
14600	A0A2T0A8B0
10165	A0A2S9ZZX1
10353	A0A2T0A0G6
9722	A0A2T0A0S1
8749	A0A2T0AI36
14255	A0A2T0AB41
8950	A0A2T0AIR1
9000	A0A2T0AIW0
8533	A0A2T0AHJ8
12114	A0A2T0AFA2
10146	A0A2S9ZZU6
10305	A0A2T0A0B0
13860	A0A2T0AA13
16821	A0A2T0A4F2
13691	A0A2T0ACC7
11562	A0A2S9ZVX4
12510	A0A2T0AGG8
9602	A0A2T0A2Q3
12793	A0A2T0ACP0
13082	A0A2T0ADI3
11693	A0A2S9ZW97
13727	A0A2T0ACF5
9358	A0A2T0A1Y8
8542	A0A2T0AHL3
13236	A0A2T0ADZ5
15076	A0A2T0A9L9
14115	A0A2T0AAP9
14258	A0A2T0AB94
13111	A0A2T0ADK5
11798	A0A2S9ZVK2
15830	A0A2T0A4Z0
15203	A0A2T0A6U7
11348	A0A2S9ZWH7
10621	A0A2S9ZZB8
15295	A0A2T0A6T0
9670	A0A2T0A2W1
12073	A0A2T0AF77
9308	A0A2T0A1U3
13676	A0A2T0AC90
13716	A0A2T0ACD2
16472	A0A2T0A3G1
15415	A0A2T0A755
10454	A0A2S9ZYU5
10624	A0A2S9ZZB5
9834	A0A2T0A134
13094	A0A2T0ADK0
15045	A0A2T0A9M6
9811	A0A2T0A109
9893	A0A2T0A184
11795	A0A2S9ZVK3
10656	A0A2S9ZZC7
9868	A0A2T0A191
9140	A0A2T0AJA6
15099	A0A2T0A688
9996	A0A2T0A1L3
11641	A0A2S9ZW55
13909	A0A2T0AA54
13499	A0A2T0AEP8
12293	A0A2T0AFV5
12597	A0A2T0AGP2
11558	A0A2S9ZVX2
10460	A0A2S9ZYT4
10740	A0A2S9ZZL9
15692	A0A2T0A4J5
10412	A0A2T0A0M7
16609	A0A2T0A3W0
13904	A0A2T0AA65
13561	A0A2T0AC00
13284	A0A2T0AE39
13532	A0A2T0ABX0
13208	A0A2T0ADU3
12474	A0A2T0AGC8
13750	A0A2T0ACG2
12126	A0A2T0AFD4
9037	A0A2T0AIZ8
10342	A0A2T0A0G2
16504	A0A2T0A3J9
16854	A0A2T0A4M2
15835	A0A2T0A4Y5
11856	A0A2S9ZVQ9
16229	A0A2T0A6D6
15297	A0A2T0A6V2
15642	A0A2T0A7U5
10601	A0A2S9ZZ99
13702	A0A2T0ACC1
15843	A0A2T0A544
11073	A0A2S9ZX43
11249	A0A2S9ZXL2
14927	A0A2T0A984
13898	A0A2T0AA83
10715	A0A2S9ZZJ2
12819	A0A2T0ACS3
12674	A0A2T0AGX9
10699	A0A2S9ZZH8
10237	A0A2T0A056
15844	A0A2T0A4Z9
12255	A0A2T0AFR2
14353	A0A2T0ABE9
13730	A0A2T0ACE8
13237	A0A2T0ADY2
13035	A0A2T0ADE8
12223	A0A2T0AFM5
12117	A0A2T0AFB4
10702	A0A2S9ZZI5
14880	A0A2T0A928
16218	A0A2T0A632
15604	A0A2T0A7R2
8745	A0A2T0AI28
12586	A0A2T0AGN2
13621	A0A2T0AC58
9646	A0A2T0A2R8
15120	A0A2T0A6C1
15397	A0A2T0A750
12375	A0A2T0AG29
14099	A0A2T0AAQ0
14517	A0A2T0A829
16292	A0A2T0A2X2
15025	A0A2T0A9K1
15063	A0A2T0A9L0
13929	A0A2T0AA68
14323	A0A2T0ABC8
15062	A0A2T0A9R8
12942	A0A2T0AD42
13470	A0A2T0AEM6
13494	A0A2T0AEQ6
9128	A0A2T0AJC7
14815	A0A2T0A8W4
12528	A0A2T0AGJ6
8591	A0A2T0AHQ1
8936	A0A2T0AIM9
8971	A0A2T0AIS4
11031	A0A2S9ZYQ5
15555	A0A2T0A7J4
9975	A0A2T0A1I4
11698	A0A2S9ZWC1
10441	A0A2S9ZYT0
15519	A0A2T0A7F5
13821	A0A2T0A9Y7
13937	A0A2T0AA82
9336	A0A2T0A1V7
9566	A0A2T0A2I8
15282	A0A2T0A6T8
14575	A0A2T0A871
13828	A0A2T0AA29
9166	A0A2T0AJB2
11517	A0A2S9ZX07
10173	A0A2S9ZZX8
9376	A0A2T0A1Z6
14396	A0A2T0ABJ5
16054	A0A2T0A5K4
14940	A0A2T0A985
13855	A0A2T0AA06
9256	A0A2T0AJJ7
12832	A0A2T0ACT2
11948	A0A2T0AEV1
15135	A0A2T0A6C7
10317	A0A2T0A0D6
10402	A0A2T0A0L8
15787	A0A2T0A4U1
15659	A0A2T0A7T6
16480	A0A2T0A3L8
15769	A0A2T0A504
12410	A0A2T0AG57
12467	A0A2T0AGA9
8643	A0A2T0AHT9
11596	A0A2S9ZW38
14017	A0A2T0AAG3
16806	A0A2T0A4D9
15848	A0A2T0A512
15478	A0A2T0A7B0
9318	A0A2T0A1V1
9465	A0A2T0A294
13344	A0A2T0AE98
14465	A0A2T0ABS2
15824	A0A2T0A4X9
13005	A0A2T0ADB6
15497	A0A2T0A7F2
11071	A0A2S9ZX45
14201	A0A2T0AB19
9132	A0A2T0AJ92
10017	A0A2T0A1M3
14445	A0A2T0ABP1
9510	A0A2T0A2F2
16686	A0A2T0A417
16810	A0A2T0A4M3
15621	A0A2T0A7R3
9011	A0A2T0AIW5
8830	A0A2T0AIE5
16159	A0A2T0A670
12500	A0A2T0AGF5
8658	A0A2T0AHY7
12931	A0A2T0AD33
8956	A0A2T0AIP8
14693	A0A2T0A8J5
15011	A0A2T0A9H0
12879	A0A2T0ACY2
13276	A0A2T0AE35
12606	A0A2T0AGQ2
11369	A0A2S9ZWK1
15951	A0A2T0A5A7
15205	A0A2T0A6J6
14358	A0A2T0ABG9
13686	A0A2T0AC99
12234	A0A2T0AFP1
12272	A0A2T0AFU0
13038	A0A2T0ADC8
12176	A0A2T0AFI8
9499	A0A2T0A2E2
9565	A0A2T0A2J8
9643	A0A2T0A2R3
16522	A0A2T0A3L7
15782	A0A2T0A4S8
10504	A0A2S9ZYZ4
9751	A0A2T0A0V4
9689	A0A2T0A2X4
15575	A0A2T0A7L4
12761	A0A2T0ACK8
13371	A0A2T0AEB5
11983	A0A2T0AEY3
9115	A0A2T0AJ44
10998	A0A2S9ZYP0
9594	A0A2T0A2N5
15715	A0A2T0A4M0
15917	A0A2T0A566
15527	A0A2T0A7I2
14504	A0A2T0A7Z3
14610	A0A2T0A8C0
11202	A0A2S9ZXL0
10496	A0A2S9ZYW3
10197	A0A2T0A014
9957	A0A2T0A1G0
9314	A0A2T0A1V4
15243	A0A2T0A6Y1
14986	A0A2T0A9C8
14789	A0A2T0A940
13408	A0A2T0AEE5
9227	A0A2T0AJI6
16813	A0A2T0A4E6
15197	A0A2T0A6L0
15381	A0A2T0A715
10470	A0A2S9ZYU0
10554	A0A2S9ZZ45
11181	A0A2S9ZXF6
8621	A0A2T0AHT2
15777	A0A2T0A4T1
12097	A0A2T0AF94
15419	A0A2T0A764
14833	A0A2T0A8Y3
14836	A0A2T0A8Z1
14024	A0A2T0AAI6
12040	A0A2T0AF54
14442	A0A2T0ABP6
11067	A0A2S9ZX44
11278	A0A2S9ZXM6
11314	A0A2S9ZXS4
16532	A0A2T0A3M1
16420	A0A2T0A3F7
15131	A0A2T0A6B8
15547	A0A2T0A7J6
14073	A0A2T0AAM3
10384	A0A2T0A0I7
13096	A0A2T0ADK6
13591	A0A2T0AC33
13395	A0A2T0AEF6
14568	A0A2T0A877
11861	A0A2S9ZVS0
9956	A0A2T0A1H2
13048	A0A2T0ADD5
12388	A0A2T0AG56
8610	A0A2T0AHS2
9210	A0A2T0AJH5
11722	A0A2S9ZWE3
11504	A0A2S9ZWZ6
10341	A0A2T0A0H9
9337	A0A2T0A1V9
16623	A0A2T0A3V9
10337	A0A2T0A0F5
14551	A0A2T0A853
9625	A0A2T0A2U7
15017	A0A2T0A9I1
9988	A0A2T0A1K5
10324	A0A2T0A0C8
11325	A0A2S9ZXT9
16663	A0A2T0A400
16760	A0A2T0A4H8
15893	A0A2T0A595
15417	A0A2T0A768
16282	A0A2T0A2W2
14667	A0A2T0A8H6
12878	A0A2T0ACW8
13214	A0A2T0ADW8
11177	A0A2S9ZXC6
15993	A0A2T0A5J5
14153	A0A2T0AAU3
9324	A0A2T0A1W4
10559	A0A2S9ZZ37
9967	A0A2T0A1H0
13141	A0A2T0ADN5
14919	A0A2T0A9G6
11711	A0A2S9ZWC8
15546	A0A2T0A7K9
12069	A0A2T0AF57
14315	A0A2T0ABB4
14891	A0A2T0A970
11810	A0A2S9ZVK5
12532	A0A2T0AGJ5
16414	A0A2T0A3B5
12860	A0A2T0ACU9
8917	A0A2T0AIM4
12451	A0A2T0AG98
12580	A0A2T0AGN9
14587	A0A2T0A899
8668	A0A2T0AHZ7
10405	A0A2T0A0L1
9990	A0A2T0A1L0
9406	A0A2T0A227
16294	A0A2T0A2Z4
16650	A0A2T0A466
16758	A0A2T0A485
16787	A0A2T0A4E1
9492	A0A2T0A2E0
16216	A0A2T0A635
11797	A0A2S9ZVJ1
11866	A0A2S9ZVR6
14979	A0A2T0A9M5
16511	A0A2T0A3K0
16706	A0A2T0A438
15274	A0A2T0A6T3
10043	A0A2T0A1P0
12729	A0A2T0ACH0
12817	A0A2T0ACR0
12856	A0A2T0ACY3
14493	A0A2T0A802
14626	A0A2T0A8E1
15837	A0A2T0A4Y7
10501	A0A2S9ZYZ8
13166	A0A2T0ADS7
15535	A0A2T0A7H9
12212	A0A2T0AFN2
13960	A0A2T0AAA6
8477	A0A2T0AHC3
13017	A0A2T0ADB1
13181	A0A2T0ADS5
11919	A0A2T0AER2
11927	A0A2T0AES2
10201	A0A2T0A041
8759	A0A2T0AI45
10969	A0A2S9ZYI7
16067	A0A2T0A5L7
13122	A0A2T0ADM3
12401	A0A2T0AG45
12694	A0A2T0AGZ8
10420	A0A2T0A0N6
9904	A0A2T0A1A7
12781	A0A2T0ACM7
13115	A0A2T0ADM7
8540	A0A2T0AHK5
13026	A0A2T0ADD9
9145	A0A2T0AJ90
12011	A0A2T0AF23
12400	A0A2T0AG47
10919	A0A2S9ZYE2
10254	A0A2T0A058
10529	A0A2S9ZZ00
16710	A0A2T0A4C8
9809	A0A2T0A121
9938	A0A2T0A1F9
14381	A0A2T0ABH4
13560	A0A2T0ABY8
12209	A0A2T0AFJ9
9709	A0A2T0A0R5
13291	A0A2T0AE37
11993	A0A2T0AEZ2
10733	A0A2S9ZZN7
13897	A0A2T0AA33
11761	A0A2S9ZWI1
11702	A0A2S9ZWC2
11125	A0A2S9ZX76
16826	A0A2T0A4F9
15351	A0A2T0A6Y5
10049	A0A2T0A1Q3
13853	A0A2T0A9Z0
12132	A0A2T0AFF2
10490	A0A2S9ZYW5
13665	A0A2T0AC63
10248	A0A2T0A055
14400	A0A2T0ABI7
14410	A0A2T0ABJ9
12248	A0A2T0AFQ8
11686	A0A2S9ZWD4
11308	A0A2S9ZXQ6
11786	A0A2S9ZVI8
16805	A0A2T0A4E0
10923	A0A2S9ZYC8
11648	A0A2S9ZW56
11200	A0A2S9ZXJ2
10843	A0A2S9ZY48
10467	A0A2S9ZYV8
10100	A0A2S9ZZR6
11552	A0A2S9ZVW4
16705	A0A2T0A444
11128	A0A2S9ZX95
10996	A0A2S9ZYI3
10615	A0A2S9ZZ93
11907	A0A2T0AEQ3
11609	A0A2S9ZW22
9826	A0A2T0A147
13009	A0A2T0ADB3
9649	A0A2T0A2T7
12005	A0A2T0AF12
12678	A0A2T0AH05
9133	A0A2T0AJ66
13014	A0A2T0ADB5
13131	A0A2T0ADM5
8847	A0A2T0AIF5
9218	A0A2T0AJN0
11085	A0A2S9ZX48
12051	A0A2T0AF63
13328	A0A2T0AE67
11127	A0A2S9ZX86
16742	A0A2T0A472
15897	A0A2T0A545
14044	A0A2T0AAK2
8670	A0A2T0AHX4
16505	A0A2T0A3K4
11519	A0A2S9ZX04
11210	A0A2S9ZXK0
11283	A0A2S9ZXR0
10855	A0A2S9ZY53
12373	A0A2T0AG37
10444	A0A2S9ZYT3
12649	A0A2T0AGU0
10709	A0A2S9ZZI8
8699	A0A2T0AHZ3
9613	A0A2T0A2N8
8383	A0A2T0AH45
15622	A0A2T0A7S5
15628	A0A2T0A7Q1
14592	A0A2T0A8D2
11634	A0A2S9ZW54
12991	A0A2T0AD87
10411	A0A2T0A0P6
13430	A0A2T0AEI3
10869	A0A2S9ZY90
12577	A0A2T0AGM1
13206	A0A2T0ADW7
16657	A0A2T0A409
13982	A0A2T0AAB7
15973	A0A2T0A5H5
15635	A0A2T0A7R7
11063	A0A2S9ZX32
9906	A0A2T0A1C4
9355	A0A2T0A1X8
15633	A0A2T0A830
8924	A0A2T0AIM2
11105	A0A2S9ZX64
10865	A0A2S9ZY63
12192	A0A2T0AFL2
15674	A0A2T0A7X5
9186	A0A2T0AJD2
9493	A0A2T0A2B8
16562	A0A2T0A3Q0
9983	A0A2T0A1H5
13184	A0A2T0ADU0
16709	A0A2T0A458
11920	A0A2T0AET5
15177	A0A2T0A6I6
12093	A0A2T0AF98
15437	A0A2T0A790
11594	A0A2S9ZW07
9018	A0A2T0AJ13
11227	A0A2S9ZXI7
14938	A0A2T0A982
12054	A0A2T0AF41
11023	A0A2S9ZYM9
11098	A0A2S9ZX61
15797	A0A2T0A4V3
14807	A0A2T0A8W7
14086	A0A2T0AAL6
11438	A0A2S9ZWR8
10793	A0A2S9ZXZ9
11898	A0A2S9ZVV0
15869	A0A2T0A5A6
10067	A0A2T0A1S0
16374	A0A2T0A373
16051	A0A2T0A5L5
11593	A0A2S9ZW14
10658	A0A2S9ZZC4
8392	A0A2T0AH54
12260	A0A2T0AFQ6
12313	A0A2T0AFX5
10639	A0A2S9ZZB6
9663	A0A2T0A2T0
12268	A0A2T0AFS8
10952	A0A2S9ZYF7
9756	A0A2T0A0Y1
13334	A0A2T0AE89
13771	A0A2T0A9U3
13805	A0A2T0A9V1
10728	A0A2S9ZZJ0
12796	A0A2T0ACS6
14544	A0A2T0A835
14357	A0A2T0ABF3
13589	A0A2T0ABZ6
11751	A0A2S9ZWH3
11306	A0A2S9ZXT8
15145	A0A2T0A6D8
12643	A0A2T0AGV6
8855	A0A2T0AIE3
12616	A0A2T0AGR5
9639	A0A2T0A2S8
13625	A0A2T0AC30
13578	A0A2T0ABY6
9228	A0A2T0AJP6
12243	A0A2T0AFP8
9536	A0A2T0A2F8
10647	A0A2S9ZZD0
16518	A0A2T0A3K2
14827	A0A2T0A8Y1
15001	A0A2T0A9G1
14329	A0A2T0ABC4
14363	A0A2T0ABG4
14005	A0A2T0AAD9
13670	A0A2T0AC88
9386	A0A2T0A208
15655	A0A2T0A7U1
11084	A0A2S9ZX52
10706	A0A2S9ZZH6
10645	A0A2S9ZZC1
16653	A0A2T0A3Y9
16824	A0A2T0A4J3
16649	A0A2T0A3Z7
15157	A0A2T0A6H0
15247	A0A2T0A6Q7
12784	A0A2T0ACN6
14523	A0A2T0A832
13488	A0A2T0AEM4
14755	A0A2T0A8Q5
12215	A0A2T0AFM3
9918	A0A2T0A1E0
13406	A0A2T0AEG7
8495	A0A2T0AHD7
8859	A0A2T0AIE7
9211	A0A2T0AJF7
9340	A0A2T0A1Y2
15984	A0A2T0A5D3
15260	A0A2T0A6Q5
14642	A0A2T0A8H9
13684	A0A2T0AC79
14207	A0A2T0AAZ7
14969	A0A2T0A9L1
13849	A0A2T0A9Z4
12954	A0A2T0AD44
14021	A0A2T0AAH2
11198	A0A2S9ZXF7
8925	A0A2T0AIK8
15296	A0A2T0A6U5
15050	A0A2T0A9J7
11109	A0A2S9ZX80
13932	A0A2T0AA70
14057	A0A2T0AAK4
11476	A0A2S9ZWW7
11260	A0A2S9ZXP7
10823	A0A2S9ZY29
16608	A0A2T0A3T7
15540	A0A2T0A7J2
10426	A0A2T0A0L4
10064	A0A2T0A1R7
16695	A0A2T0A433
15905	A0A2T0A555
10927	A0A2S9ZYE0
12753	A0A2T0ACK1
16085	A0A2T0A5P1
13192	A0A2T0ADU8
16059	A0A2T0A5V0
14691	A0A2T0A8J2
12842	A0A2T0ACU1
10713	A0A2S9ZZL7
15262	A0A2T0A6R8
15301	A0A2T0A6T2
14918	A0A2T0A963
8376	A0A2T0AH21
16827	A0A2T0A4I1
9549	A0A2T0A2J0
9711	A0A2T0A0R3
16502	A0A2T0A3J4
16732	A0A2T0A464
16386	A0A2T0A376
10387	A0A2T0A0L2
14856	A0A2T0A909
16120	A0A2T0A5S9
14191	A0A2T0AB06
16763	A0A2T0A4A0
11099	A0A2S9ZX71
14783	A0A2T0A8T8
9958	A0A2T0A1H9
11209	A0A2S9ZXH1
13662	A0A2T0AC83
12801	A0A2T0ACP8
13069	A0A2T0ADH2
15024	A0A2T0A9G9
16015	A0A2T0A5H0
13921	A0A2T0AA75
14806	A0A2T0A8W8
13755	A0A2T0ACG1
11995	A0A2T0AF01
12360	A0A2T0AG06
10958	A0A2S9ZYK2
10098	A0A2S9ZZQ8
15934	A0A2T0A582
12658	A0A2T0AGY2
8593	A0A2T0AHP6
14229	A0A2T0AB29
14137	A0A2T0AAS2
9449	A0A2T0A290
16370	A0A2T0A3B2
16465	A0A2T0A3G6
14569	A0A2T0A8I4
14377	A0A2T0ABI3
16670	A0A2T0A486
14920	A0A2T0A962
14952	A0A2T0A9F5
11830	A0A2S9ZVM6
11617	A0A2S9ZW42
11421	A0A2S9ZWQ6
11258	A0A2S9ZXK5
10140	A0A2S9ZZV5
14625	A0A2T0A8C9
14922	A0A2T0A9D7
13710	A0A2T0ACD5
10657	A0A2S9ZZE0
12518	A0A2T0AGI3
8369	A0A2T0AH04
11292	A0A2S9ZXU5
10815	A0A2S9ZY13
9760	A0A2T0A0W7
8860	A0A2T0AIH2
13307	A0A2T0AE59
8470	A0A2T0AHD5
11667	A0A2S9ZW90
13871	A0A2T0AA19
9466	A0A2T0A287
12037	A0A2T0AF39
14832	A0A2T0A934
15041	A0A2T0A9J4
10429	A0A2T0A0R2
14359	A0A2T0ABG5
12029	A0A2T0AF16
12539	A0A2T0AGI0
15158	A0A2T0A6E8
11980	A0A2T0AEZ4
11515	A0A2S9ZX31
10971	A0A2S9ZYJ5
15918	A0A2T0A578
12695	A0A2T0AGY8
14620	A0A2T0A8C5
13595	A0A2T0ABZ3
16132	A0A2T0A5T4
8401	A0A2T0AH47
8581	A0A2T0AHP0
10080	A0A2S9ZZP6
14172	A0A2T0AAW4
9078	A0A2T0AJ79
8582	A0A2T0AHP2
14706	A0A2T0A8M3
14679	A0A2T0A8T4
9016	A0A2T0AIW2
12462	A0A2T0AGD1
8996	A0A2T0AIU3
10641	A0A2S9ZZD8
12810	A0A2T0ACP9
10762	A0A2S9ZXW3
15693	A0A2T0A4N5
14009	A0A2T0AAF8
9498	A0A2T0A2C3
10234	A0A2T0A043
12626	A0A2T0AGS5
9350	A0A2T0A1Z2
12307	A0A2T0AFU9
10255	A0A2T0A059
10347	A0A2T0A0G5
11624	A0A2S9ZW40
16555	A0A2T0A3N9
13973	A0A2T0AAB3
11370	A0A2S9ZWK9
15970	A0A2T0A5C8
16585	A0A2T0A3S6
15470	A0A2T0A7B4
9111	A0A2T0AJ58
14365	A0A2T0ABF6
13624	A0A2T0AC29
13475	A0A2T0AEN7
8528	A0A2T0AHK7
11703	A0A2S9ZWA7
15433	A0A2T0A7G3
15523	A0A2T0A7S0
10758	A0A2S9ZXZ7
11126	A0A2S9ZXA3
9847	A0A2T0A143
11559	A0A2S9ZVW9
10483	A0A2S9ZYZ2
14847	A0A2T0A910
9403	A0A2T0A234
15909	A0A2T0A5F0
13880	A0A2T0AA27
15276	A0A2T0A6S4
13457	A0A2T0AEK3
13804	A0A2T0A9V4
14427	A0A2T0ABP4
12419	A0A2T0AG64
13542	A0A2T0ABX8
11589	A0A2S9ZW01
8598	A0A2T0AHR8
10346	A0A2T0A0E0
12150	A0A2T0AFF4
8461	A0A2T0AHA7
16228	A0A2T0A641
12540	A0A2T0AGK0
11001	A0A2S9ZYM5
10135	A0A2S9ZZU9
12078	A0A2T0AF81
10372	A0A2T0A0J0
15168	A0A2T0A6F5
15584	A0A2T0A7P6
8666	A0A2T0AHW5
11020	A0A2S9ZYQ7
11938	A0A2T0AEU0
12504	A0A2T0AGF8
9070	A0A2T0AJ40
16426	A0A2T0A3B6
13837	A0A2T0A9X8
14162	A0A2T0AAV0
9263	A0A2T0AJK1
10489	A0A2S9ZYW2
9675	A0A2T0A300
10532	A0A2S9ZZ15
12600	A0A2T0AGQ8
10321	A0A2T0A0G0
16171	A0A2T0A5X8
8678	A0A2T0AI07
13530	A0A2T0ABV5
9794	A0A2T0A105
11775	A0A2S9ZVI1
9045	A0A2T0AIX8
15941	A0A2T0A596
8388	A0A2T0AH68
16234	A0A2T0A630
15285	A0A2T0A6S0
14606	A0A2T0A8C2
9563	A0A2T0A2I6
16556	A0A2T0A3P2
12811	A0A2T0ACQ7
14075	A0A2T0AAK5
14226	A0A2T0AB24
13574	A0A2T0ABY3
8441	A0A2T0AH87
8566	A0A2T0AHL2
14197	A0A2T0AAY9
12193	A0A2T0AFK2
12408	A0A2T0AG73
8975	A0A2T0AIQ9
9121	A0A2T0AJ71
9332	A0A2T0A1X6
12756	A0A2T0ACN5
9131	A0A2T0AJ80
11061	A0A2S9ZX35
9345	A0A2T0A1W8
9837	A0A2T0A133
16049	A0A2T0A5U6
16220	A0A2T0A620
10807	A0A2S9ZY14
10129	A0A2S9ZZV3
10365	A0A2T0A0H0
14389	A0A2T0ABK0
14241	A0A2T0AB60
13047	A0A2T0ADE0
9064	A0A2T0AJ27
11498	A0A2S9ZWX9
15448	A0A2T0A781
9430	A0A2T0A268
15762	A0A2T0A4R0
9953	A0A2T0A1E5
14034	A0A2T0AAJ1
9527	A0A2T0A2E7
14004	A0A2T0AAH1
8546	A0A2T0AHJ2
8883	A0A2T0AIG8
12038	A0A2T0AF37
12367	A0A2T0AG09
12499	A0A2T0AGE2
8480	A0A2T0AHE5
15560	A0A2T0A7L1
12379	A0A2T0AG23
11259	A0A2S9ZXM4
11291	A0A2S9ZXS3
11827	A0A2S9ZVM4
16155	A0A2T0A5V9
14520	A0A2T0A833
13453	A0A2T0AEJ2
16741	A0A2T0A475
16740	A0A2T0A4F8
15549	A0A2T0A7I3
13623	A0A2T0AC32
15153	A0A2T0A6P7
14843	A0A2T0A8Z5
13576	A0A2T0ABX9
12337	A0A2T0AFY4
9379	A0A2T0A220
12440	A0A2T0AG86
9091	A0A2T0AJ36
9252	A0A2T0AJL3
11303	A0A2S9ZXT1
11039	A0A2S9ZYP9
10576	A0A2S9ZZ44
10364	A0A2T0A0G7
9415	A0A2T0A238
14984	A0A2T0A9D2
11538	A0A2S9ZVV3
13606	A0A2T0AC18
10524	A0A2S9ZZ13
12387	A0A2T0AG27
12049	A0A2T0AF38
12164	A0A2T0AFF0
11825	A0A2S9ZVN2
10651	A0A2S9ZZE8
12199	A0A2T0AFI6
16184	A0A2T0A5Y6
9221	A0A2T0AJG8
11169	A0A2S9ZXC5
11261	A0A2S9ZXN3
9949	A0A2T0A1F5
16408	A0A2T0A388
14545	A0A2T0A838
16665	A0A2T0A403
12875	A0A2T0ACX2
8733	A0A2T0AI24
14879	A0A2T0A9D3
14378	A0A2T0ABI4
9969	A0A2T0A1H6
9383	A0A2T0A213
10534	A0A2S9ZZ26
11157	A0A2S9ZXA7
10803	A0A2S9ZY09
15609	A0A2T0A7N9
13700	A0A2T0ACC6
13279	A0A2T0AE29
